Country,ISO,BoundaryType,BoundaryName,License,License Source,Source,Year,GeoJSON
San Marino,SMR,ADM0,San Marino,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SMR/ADM0/geoBoundaries-SMR-ADM0.geojson
San Marino,SMR,ADM1,San Marino,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SMR/ADM1/geoBoundaries-SMR-ADM1.geojson
Sao Tome and Principe,STP,ADM0,Sao Tome and Principe,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/STP/ADM0/geoBoundaries-STP-ADM0.geojson
Sao Tome and Principe,STP,ADM1,Sao Tome and Principe,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/STP/ADM1/geoBoundaries-STP-ADM1.geojson
Sao Tome and Principe,STP,ADM2,Sao Tome and Principe,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/STP/ADM2/geoBoundaries-STP-ADM2.geojson
Saudi Arabia,SAU,ADM0,Saudi Arabia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SAU/ADM0/geoBoundaries-SAU-ADM0.geojson
Saudi Arabia,SAU,ADM1,Saudi Arabia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SAU/ADM1/geoBoundaries-SAU-ADM1.geojson
Saudi Arabia,SAU,ADM2,Saudi Arabia,Creative Commons Attribution-ShareAlike 2.0,www.openstreetmap.org/copyright,www.openstreetmap.org/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SAU/ADM2/geoBoundaries-SAU-ADM2.geojson
Senegal,SEN,ADM0,Senegal,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/senegal-administrative-boundaries,data.humdata.org/dataset/senegal-administrative-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SEN/ADM0/geoBoundaries-SEN-ADM0.geojson
Senegal,SEN,ADM1,Senegal,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/senegal-administrative-boundaries,data.humdata.org/dataset/senegal-administrative-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SEN/ADM1/geoBoundaries-SEN-ADM1.geojson
Senegal,SEN,ADM2,Senegal,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/senegal-administrative-boundaries,data.humdata.org/dataset/senegal-administrative-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SEN/ADM2/geoBoundaries-SEN-ADM2.geojson
Senegal,SEN,ADM3,Senegal,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/senegal-administrative-boundaries,data.humdata.org/dataset/senegal-administrative-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SEN/ADM3/geoBoundaries-SEN-ADM3.geojson
Serbia,SRB,ADM0,Serbia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SRB/ADM0/geoBoundaries-SRB-ADM0.geojson
Serbia,SRB,ADM1,Serbia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SRB/ADM1/geoBoundaries-SRB-ADM1.geojson
Serbia,SRB,ADM2,Serbia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SRB/ADM2/geoBoundaries-SRB-ADM2.geojson
Seychelles,SYC,ADM0,Seychelles,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYC/ADM0/geoBoundaries-SYC-ADM0.geojson
Seychelles,SYC,ADM1,Seychelles,Creative Commons Attribution-ShareAlike 3.0 Unported,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYC/ADM1/geoBoundaries-SYC-ADM1.geojson
Seychelles,SYC,ADM2,Seychelles,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/seychelles-subnational-administrative-boundaries,data.humdata.org/dataset/seychelles-subnational-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYC/ADM2/geoBoundaries-SYC-ADM2.geojson
Seychelles,SYC,ADM3,Seychelles,Creative Commons Attribution 4.0 International (CC BY 4.0),data.humdata.org/dataset/seychelles-subnational-administrative-boundaries,data.humdata.org/dataset/seychelles-subnational-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYC/ADM3/geoBoundaries-SYC-ADM3.geojson
Sierra Leone,SLE,ADM0,Sierra Leone,Creative Commons Attribution 4.0 (CC BY 4.0),africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLE/ADM0/geoBoundaries-SLE-ADM0.geojson
Sierra Leone,SLE,ADM1,Sierra Leone,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLE/ADM1/geoBoundaries-SLE-ADM1.geojson
Sierra Leone,SLE,ADM2,Sierra Leone,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,data.humdata.org/dataset/sierra-leone-all-ad-min-level-boundaries,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLE/ADM2/geoBoundaries-SLE-ADM2.geojson
Sierra Leone,SLE,ADM3,Sierra Leone,Creative Commons Attribution 4.0 (CC BY 4.0),africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLE/ADM3/geoBoundaries-SLE-ADM3.geojson
Sierra Leone,SLE,ADM4,Sierra Leone,Creative Commons Attribution 4.0 (CC BY 4.0),africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,africaopendata.org/dataset/sierra-leone-admin-level-4-boundaries,2016,https://github.com/wmgeolab/geoBoundaries/raw/9348641/releaseData/gbOpen/SLE/ADM4/geoBoundaries-SLE-ADM4.geojson
Singapore,SGP,ADM0,Singapore,Open Data Commons Open Database License 1.0,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SGP/ADM0/geoBoundaries-SGP-ADM0.geojson
Singapore,SGP,ADM1,Singapore,Open Data Commons Open Database License 1.0,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SGP/ADM1/geoBoundaries-SGP-ADM1.geojson
Singapore,SGP,ADM2,Singapore,Singapore Open Data License Version 1.0,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,data.gov.sg/dataset/master-plan-2014-subzone-boundary-no-sea,2016,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SGP/ADM2/geoBoundaries-SGP-ADM2.geojson
Slovakia,SVK,ADM0,Slovakia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVK/ADM0/geoBoundaries-SVK-ADM0.geojson
Slovakia,SVK,ADM1,Slovakia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVK/ADM1/geoBoundaries-SVK-ADM1.geojson
Slovakia,SVK,ADM2,Slovakia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVK/ADM2/geoBoundaries-SVK-ADM2.geojson
Slovakia,SVK,ADM3,Slovakia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVK/ADM3/geoBoundaries-SVK-ADM3.geojson
Slovakia,SVK,ADM4,Slovakia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVK/ADM4/geoBoundaries-SVK-ADM4.geojson
Slovenia,SVN,ADM0,Slovenia,Public Domain,commons.wikimedia.org/wiki,commons.wikimedia.org/wiki/Category,2009,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVN/ADM0/geoBoundaries-SVN-ADM0.geojson
Slovenia,SVN,ADM1,Slovenia,Creative Commons Attribution 4.0 (CC BY 4.0),ec.europa.eu/info/legal-notice_en,ec.europa.eu/eurostat/web/gisco/geodata/reference-data/administrative-units-statistical-units/nuts,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVN/ADM1/geoBoundaries-SVN-ADM1.geojson
Slovenia,SVN,ADM2,Slovenia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SVN/ADM2/geoBoundaries-SVN-ADM2.geojson
Solomon Islands,SLB,ADM0,Solomon Islands,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-details/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLB/ADM0/geoBoundaries-SLB-ADM0.geojson
Solomon Islands,SLB,ADM1,Solomon Islands,Public Domain,www.naturalearthdata.com/about/terms-of-use/,www.naturalearthdata.com/downloads/10m-cultural-vectors/10m-admin-0-details/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLB/ADM1/geoBoundaries-SLB-ADM1.geojson
Solomon Islands,SLB,ADM2,Solomon Islands,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/solomon-islands-administrative-level-0-1-2-and-3-boundary-polygons,data.humdata.org/dataset/solomon-islands-administrative-level-0-1-2-and-3-boundary-polygons,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLB/ADM2/geoBoundaries-SLB-ADM2.geojson
Solomon Islands,SLB,ADM3,Solomon Islands,Other - Direct Permission,twitter.com/WMgeoLab/status/1196550630023651328/photo/2,prism.spc.int/regional-data-and-tools/popgis2,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLB/ADM3/geoBoundaries-SLB-ADM3.geojson
Solomon Islands,SLB,ADM4,Solomon Islands,Other - Direct Permission,twitter.com/WMgeoLab/status/1196550630023651328/photo/3,prism.spc.int/regional-data-and-tools/popgis2,2014,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SLB/ADM4/geoBoundaries-SLB-ADM4.geojson
Somalia,SOM,ADM0,Somalia,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/somalia-administrative-boundaries,data.humdata.org/dataset/somalia-administrative-boundaries,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SOM/ADM0/geoBoundaries-SOM-ADM0.geojson
Somalia,SOM,ADM1,Somalia,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2015,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SOM/ADM1/geoBoundaries-SOM-ADM1.geojson
Somalia,SOM,ADM2,Somalia,Creative Commons Attribution 4.0 (CC BY 4.0),polioeradication.org/,polioeradication.org/,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SOM/ADM2/geoBoundaries-SOM-ADM2.geojson
South Africa,ZAF,ADM0,South Africa,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-africa-admin-level-1-boundaries,data.humdata.org/dataset/south-africa-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ZAF/ADM0/geoBoundaries-ZAF-ADM0.geojson
South Africa,ZAF,ADM1,South Africa,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-africa-admin-level-1-boundaries,data.humdata.org/dataset/south-africa-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ZAF/ADM1/geoBoundaries-ZAF-ADM1.geojson
South Africa,ZAF,ADM2,South Africa,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-africa-admin-level-1-boundaries,data.humdata.org/dataset/south-africa-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ZAF/ADM2/geoBoundaries-ZAF-ADM2.geojson
South Africa,ZAF,ADM3,South Africa,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-africa-admin-level-1-boundaries,data.humdata.org/dataset/south-africa-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ZAF/ADM3/geoBoundaries-ZAF-ADM3.geojson
South Africa,ZAF,ADM4,South Africa,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-africa-admin-level-1-boundaries,data.humdata.org/dataset/south-africa-admin-level-1-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ZAF/ADM4/geoBoundaries-ZAF-ADM4.geojson
South Sudan,SSD,ADM0,South Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/about/license,data.humdata.org/dataset/south-sudan-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SSD/ADM0/geoBoundaries-SSD-ADM0.geojson
South Sudan,SSD,ADM1,South Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-sudan-administrative-boundaries,data.humdata.org/dataset/south-sudan-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SSD/ADM1/geoBoundaries-SSD-ADM1.geojson
South Sudan,SSD,ADM2,South Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/south-sudan-administrative-boundaries,data.humdata.org/dataset/south-sudan-administrative-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SSD/ADM2/geoBoundaries-SSD-ADM2.geojson
Spain,ESP,ADM0,Spain,Creative Commons Attribution 4.0 International (CC BY 4.0),centrodedescargas.cnig.es/CentroDescargas/index.jsp#,centrodedescargas.cnig.es/CentroDescargas/index.jsp,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM0/geoBoundaries-ESP-ADM0.geojson
Spain,ESP,ADM1,Spain,Creative Commons Attribution 4.0 International (CC BY 4.0),centrodedescargas.cnig.es/CentroDescargas/index.jsp#,centrodedescargas.cnig.es/CentroDescargas/index.jsp,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM1/geoBoundaries-ESP-ADM1.geojson
Spain,ESP,ADM2,Spain,National Institute of Statistics (INE) Data License,www.ine.es/ss/Satellite?L=0&c=Page&cid=1254735849170&p=1254735849170&pagename=Ayuda%2FINELayout,opendata.esri.es/datasets/inmigraci%C3%B3n-por-provincias-?geometry=-117.728%2C22.781%2C105.778%2C47.535,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM2/geoBoundaries-ESP-ADM2.geojson
Spain,ESP,ADM3,Spain,Creative Commons Attribution 4.0 International (CC BY 4.0),www.ign.es/web/ign/portal/politica-datos,opendata.esri.es/datasets/53229f5912e04f1ba6dddb70a5abeb72_0?geometry=-66.506%2C25.274%2C52.058%2C49.347,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/ESP/ADM3/geoBoundaries-ESP-ADM3.geojson
Sri Lanka,LKA,ADM0,Sri Lanka,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LKA/ADM0/geoBoundaries-LKA-ADM0.geojson
Sri Lanka,LKA,ADM1,Sri Lanka,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LKA/ADM1/geoBoundaries-LKA-ADM1.geojson
Sri Lanka,LKA,ADM2,Sri Lanka,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LKA/ADM2/geoBoundaries-LKA-ADM2.geojson
Sri Lanka,LKA,ADM3,Sri Lanka,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LKA/ADM3/geoBoundaries-LKA-ADM3.geojson
Sri Lanka,LKA,ADM4,Sri Lanka,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,data.humdata.org/dataset/sri-lanka-administrative-levels-0-4-boundaries,2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/LKA/ADM4/geoBoundaries-LKA-ADM4.geojson
State of Palestine,PSE,ADM0,State of Palestine,Creative Commons Attribution 4.0 International (CC BY 4.0),sentinel.esa.int/documents/247904/690755/Sentinel_Data_Legal_Notice,env1.arcgis.com/arcgis/rest/services/Sentinel2_10m_LandCover/ImageServer,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/PSE/ADM0/geoBoundaries-PSE-ADM0.geojson
State of Palestine,PSE,ADM1,State of Palestine,Creative Commons Attribution 4.0 (CC BY 4.0),opendatawatch.com/publications/open-data-to-support-sustainable-development-goals/,opendatawatch.com/about/,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/PSE/ADM1/geoBoundaries-PSE-ADM1.geojson
State of Palestine,PSE,ADM2,State of Palestine,Creative Commons Attribution 4.0 (CC BY 4.0),opendatawatch.com/publications/open-data-to-support-sustainable-development-goals/,opendatawatch.com/about/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/PSE/ADM2/geoBoundaries-PSE-ADM2.geojson
Sudan,SDN,ADM0,Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SDN/ADM0/geoBoundaries-SDN-ADM0.geojson
Sudan,SDN,ADM1,Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SDN/ADM1/geoBoundaries-SDN-ADM1.geojson
Sudan,SDN,ADM2,Sudan,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,data.humdata.org/dataset/sudan-administrative-boundaries-levels-0-2,2020,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SDN/ADM2/geoBoundaries-SDN-ADM2.geojson
Suriname,SUR,ADM0,Suriname,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SUR/ADM0/geoBoundaries-SUR-ADM0.geojson
Suriname,SUR,ADM1,Suriname,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SUR/ADM1/geoBoundaries-SUR-ADM1.geojson
Suriname,SUR,ADM2,Suriname,Public Domain,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2021,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SUR/ADM2/geoBoundaries-SUR-ADM2.geojson
Sweden,SWE,ADM0,Sweden,Open Government Licence v3.0,www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"public.opendatasoft.com/explore/dataset/world-administrative-boundaries/information/?q=SWE&refine.color_code=SWE&location=6,50.66687,15.23804&basemap=jawg.streets",2019,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWE/ADM0/geoBoundaries-SWE-ADM0.geojson
Sweden,SWE,ADM1,Sweden,Creative Commons Attribution 3.0 License,commons.wikimedia.org/w/index.php?curid=5675559,upload.wikimedia.org/wikipedia/commons/3/31/Sweden_Uppsala_location_map.svg,2009,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWE/ADM1/geoBoundaries-SWE-ADM1.geojson
Sweden,SWE,ADM2,Sweden,CC0 1.0 Universal (CC0 1.0) Public Domain Dedication,commons.wikimedia.org/wiki/File,commons.wikimedia.org/wiki/File,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWE/ADM2/geoBoundaries-SWE-ADM2.geojson
Sweden,SWE,ADM3,Sweden,Public Domain,www.lantmateriet.se/sv/Kartor-och-geografisk-information/oppna-data/?faq=d3f4,www.lantmateriet.se/sv/Kartor-och-geografisk-information/Kartor/distriktsindelning/,2018,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SWE/ADM3/geoBoundaries-SWE-ADM3.geojson
Switzerland,CHE,ADM0,Switzerland,Federal Office of Topography swisstopo License,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM0/geoBoundaries-CHE-ADM0.geojson
Switzerland,CHE,ADM1,Switzerland,Federal Office of Topography swisstopo License,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM1/geoBoundaries-CHE-ADM1.geojson
Switzerland,CHE,ADM2,Switzerland,Federal Office of Topography swisstopo License,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM2/geoBoundaries-CHE-ADM2.geojson
Switzerland,CHE,ADM3,Switzerland,Federal Office of Topography swisstopo License,www.swisstopo.admin.ch/en/home/meta/conditions/geodata/ogd.html,www.swisstopo.admin.ch/en/geodata/landscape/boundaries3d.html,2022,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/CHE/ADM3/geoBoundaries-CHE-ADM3.geojson
Syrian Arab Republic,SYR,ADM0,Syrian Arab Republic,Open Data Commons Open Database License 1.0,www.openstreetmap.org/copyright,wambachers-osm.website/boundaries/,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYR/ADM0/geoBoundaries-SYR-ADM0.geojson
Syrian Arab Republic,SYR,ADM1,Syrian Arab Republic,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYR/ADM1/geoBoundaries-SYR-ADM1.geojson
Syrian Arab Republic,SYR,ADM2,Syrian Arab Republic,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYR/ADM2/geoBoundaries-SYR-ADM2.geojson
Syrian Arab Republic,SYR,ADM3,Syrian Arab Republic,Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,data.humdata.org/dataset/syrian-arab-republic-administrative-boundaries-populated-places,2017,https://github.com/wmgeolab/geoBoundaries/raw/9469f09/releaseData/gbOpen/SYR/ADM3/geoBoundaries-SYR-ADM3.geojson
